"id";"created_at";"name";"email";"address";"city";"state";"zip";"birth_date";"latitude";"longitude";"password";"source"
20;"2018-10-12T23:32:17.853Z";"John Aufderhar";"aufderhar.john@yahoo.com";"52737 570th Street";"Marne";"IA";"51552";"1991-10-26";41.467;-95.1012;"edd767f7-ef71-42bf-807e-f96fdee4b7b4";"Affiliate"
21;"2017-06-07T03:02:25.602Z";"Angela Botsford";"angela-botsford@hotmail.com";"2002-2078 North J Road";"Phillips";"NE";"68865";"1999-07-17";40.9765;-98.1325;"4d4e6ab3-88a9-462f-9244-80d1865b31b1";"Twitter"
22;"2017-09-29T21:34:43.775Z";"Jeromy Smith";"jeromy.smith@yahoo.com";"1165 Rimrock Drive";"Napa";"CA";"94558";"1967-02-16";38.5063;-122.188;"5858bd6f-7731-4e39-a506-f5e29419785a";"Twitter"
23;"2017-04-16T01:10:35.969Z";"Candida Kiehn";"kiehn-candida@yahoo.com";"2003 Brigham Landing Road";"Girard";"GA";"30426";"1971-08-06";33.0855;-81.6764;"8e866dca-3fa2-4c1d-aeaa-cf0a2642ce95";"Facebook"
24;"2019-01-26T06:39:38.701Z";"Nya Weber";"weber-nya@gmail.com";"20930 Sugar Hills Road";"Cohasset";"MN";"55721";"1971-01-13";47.1795;-93.6321;"07401ce0-ed0d-406d-b370-4aa0945a6196";"Facebook"
25;"2016-08-16T02:51:36.698Z";"Araceli Stiedemann";"stiedemann.araceli@yahoo.com";"1201-2099 Plumberosa Drive";"Fayetteville";"AR";"72701";"1979-02-05";36.048;-94.2027;"51421352-6fdf-456e-93c9-41875c275480";"Twitter"
26;"2016-10-03T08:40:35.686Z";"Dagmar Fay";"dagmar.fay@gmail.com";"19480 Happy Creek Road";"Winnemucca";"NV";"89445";"1962-07-20";41.4721;-118.346;"c754f596-48c4-4857-9000-8ea132605d6e";"Organic"
27;"2017-04-05T16:05:38.485Z";"Kyler Abshire";"kyler.abshire@yahoo.com";"2398-2558 Township Highway 249";"Arcadia";"OH";"44804";"1989-09-27";41.1279;-83.536;"179376b7-cb5e-4a61-990a-7fa5df7c1e8a";"Organic"
28;"2017-05-05T07:29:27.053Z";"Keon Cartwright";"keon-cartwright@hotmail.com";"355 Road 2538";"Baldwyn";"MS";"38824";"1991-10-25";34.4326;-88.5703;"b9245148-1f98-4410-89ea-ec4035d97c19";"Affiliate"
29;"2019-01-28T10:06:09.056Z";"Broderick Lockman";"broderick-lockman@gmail.com";"5125 Duffy Road Southeast";"Lancaster";"OH";"43130";"1990-09-09";39.6955;-82.5027;"38b3c74d-9d98-4547-94b9-9bcac3d5a762";"Facebook"
30;"2016-12-09T04:07:48.891Z";"Desiree Walsh";"walsh-desiree@gmail.com";"13-99 Deberry Levee Road";"DeWitt";"AR";"72042";"1988-02-23";34.3125;-91.2082;"20634749-9fa0-4ffe-8f9c-c7cb1c3d5e82";"Affiliate"
31;"2019-04-05T20:13:51.205Z";"Cleora Hilll";"cleora.hilll@hotmail.com";"2303 Christianson Hill Road";"Houston";"MN";"55943";"1995-02-02";43.8069;-91.636;"866c311b-f3b4-4752-a199-0ec05072a730";"Affiliate"
32;"2018-02-25T03:42:16.554Z";"Jayden Hamill";"jayden.hamill@gmail.com";"6101 County Road CC67";"Pueblo";"CO";"81004";"1967-05-23";37.9478;-104.878;"473f01a2-ea14-4782-ab69-0f7ab4e561a4";"Google"
33;"2018-08-16T19:08:43.814Z";"Alphonso Quigley";"alphonso-quigley@yahoo.com";"33430 Danver Trail";"Steamboat Springs";"CO";"80487";"1997-04-20";40.3373;-106.798;"c07018ad-28b4-48da-a707-f513a5969d92";"Affiliate"
34;"2019-01-13T05:02:49.513Z";"Emilie Goyette";"goyette-emilie@yahoo.com";"3349 Holly Springs Road";"Amissville";"VA";"20106";"1966-05-25";38.6569;-77.9759;"2ef33e82-9576-41c2-986e-777703a014f8";"Organic"
35;"2018-12-07T20:44:08.982Z";"Chelsey Schuppe";"schuppe-chelsey@hotmail.com";"N1962 County Road K";"Sharon";"WI";"53585";"1984-03-19";42.5617;-88.6775;"6aa1e263-6496-4e45-802e-eadeb123f420";"Twitter"
36;"2017-10-13T05:18:15.329Z";"Kaley Ziemann";"ziemann-kaley@yahoo.com";"244-298 Northwest 180 Road";"Hoisington";"KS";"67544";"1967-10-31";38.6232;-98.8225;"51d4f8b2-71d3-4378-a7a0-46f22472cc26";"Organic"
37;"2017-02-05T06:39:15.958Z";"Jaleel Collins";"jaleel.collins@gmail.com";"3210-3298 West Overton Road";"Tucson";"AZ";"85742";"1978-10-10";32.3736;-111.037;"608dbb0f-a21e-43bb-9688-5a1f5d3bf8cd";"Facebook"
38;"2016-11-22T01:11:34.237Z";"Cecilia Stark";"cecilia.stark@hotmail.com";"155 Cow Creek Road";"Hurricane";"WV";"25526";"1981-12-16";38.4921;-82.0003;"b3f69b9a-5221-4708-87ca-6aad41dceb43";"Facebook"
39;"2018-04-02T13:07:05.644Z";"Andreanne Hills";"andreanne-hills@yahoo.com";"618 150th Avenue";"Edgerton";"MN";"56128";"1988-04-26";43.9393;-96.1593;"8893e779-0875-4325-a795-0ca65555530d";"Organic"
40;"2017-03-06T00:54:32.105Z";"Elyssa Wolf";"wolf.elyssa@hotmail.com";"171 Olive Oyle Lane";"Dale";"TX";"78616";"1978-09-04";29.9959;-97.559;"48eb05e6-8c28-46d0-a072-e4ad3191182d";"Google"
41;"2018-05-24T16:27:39.250Z";"Bernadine Gorczany";"bernadine.gorczany@hotmail.com";"31619 Silverado Lane";"Waukee";"IA";"50263";"1984-03-24";41.5396;-93.8748;"059d446f-2382-4891-9099-79bc4c61023f";"Google"
42;"2017-04-12T08:31:53.943Z";"Reyes Strosin";"reyes-strosin@yahoo.com";"30379-30383 Herbrecht Road";"Watertown";"NY";"13601";"1992-05-23";44.1068;-75.9958;"b5cf239e-3f04-4301-8356-e43da503553a";"Google"
43;"2017-06-04T06:12:21.524Z";"Chaya Volkman";"volkman.chaya@hotmail.com";"18001-18999 North Morrion";"Dike";"IA";"50624";"1962-09-14";42.4388;-92.6714;"3f43356b-8191-4fd4-86a9-435020c483b5";"Twitter"
44;"2017-01-04T22:28:00.846Z";"Carroll Kohler";"carroll.kohler@hotmail.com";"4251-4389 485th Avenue";"Mallard";"IA";"50562";"1999-03-19";43.0246;-94.6294;"a0b2035f-6e00-4119-943a-c60b79f7534e";"Facebook"
45;"2016-09-26T21:46:48.626Z";"Gilbert Abbott";"abbott-gilbert@yahoo.com";"28001-28599 180th Street";"Columbus Junction";"IA";"52738";"1963-03-23";41.3221;-91.4749;"5633576b-48aa-49fa-af06-6ac1614b4a05";"Organic"
46;"2019-01-25T15:35:57.868Z";"Kaleb Swaniawski";"swaniawski-kaleb@gmail.com";"15000-15312 Crooked Road Northeast";"Kalkaska";"MI";"49646";"1996-02-13";44.854;-84.8771;"db1bc340-a201-476f-ad9a-44356b84a9c6";"Twitter"
47;"2018-01-24T01:29:29.570Z";"Bradley Green";"bradley.green@yahoo.com";"111 Leupp Road";"Flagstaff";"AZ";"86004";"1980-06-16";35.3371;-111.364;"28ddc3ee-1fb6-4d0a-8437-20be81626311";"Organic"
48;"2017-11-24T10:23:11.878Z";"Logan Weber";"logan-weber@yahoo.com";"1260 29th Road";"Morrowville";"KS";"66958";"1988-06-22";39.988;-97.1458;"04858e53-e1dd-4d0d-b241-2484abe833fc";"Organic"
49;"2018-09-17T22:24:49.195Z";"Zane Koelpin";"zane.koelpin@gmail.com";"6043 County Road 30";"Reeds";"MO";"64859";"1967-07-11";37.1383;-94.1122;"6d25201f-e1ae-4bd3-99e1-f8e75e69e664";"Twitter"
50;"2018-01-24T04:24:23.117Z";"Stacy Wisozk";"wisozk.stacy@gmail.com";"12751-12799 57th Street Northeast";"Fordville";"ND";"58231";"1967-05-14";48.2384;-97.8694;"f36e9fca-558b-41fe-bc9d-7b1b135ef1c6";"Twitter"
51;"2018-02-19T22:11:18.349Z";"Alvah Wilderman";"wilderman.alvah@hotmail.com";"21421 U.S. 82";"Carrollton";"MS";"38917";"1965-06-12";33.4934;-89.8907;"e1c1ff81-c916-4fe8-9577-fe774f96efb2";"Twitter"
52;"2018-05-30T01:41:33.498Z";"Velma Little";"velma-little@yahoo.com";"1110 Puckett Road";"Auburn";"GA";"30011";"1982-10-24";34.0571;-83.8153;"31c95579-f89a-4c37-b223-2f1d43345eb0";"Google"
53;"2018-09-08T15:36:34.933Z";"Nikolas Romaguera";"nikolas.romaguera@yahoo.com";"1380 Juba Road";"Pontotoc";"MS";"38863";"1974-04-22";34.2721;-89.1858;"5f0d66d8-10c1-4752-b91d-9797393fe529";"Facebook"
54;"2017-02-20T12:34:10.172Z";"Davin Stamm";"stamm.davin@yahoo.com";"87245 590 Avenue";"Waterbury";"NE";"68785";"1971-10-08";42.3241;-96.7454;"7b4ab172-e59a-44e8-942d-fc6b0935e7eb";"Affiliate"
55;"2017-10-13T10:43:37.775Z";"Holly Bayer";"holly-bayer@gmail.com";"373 Lee Loop Road";"Union Springs";"AL";"36089";"1987-01-16";32.1412;-85.6383;"fd98d21a-e468-46f8-9306-8bd3c68a11bb";"Affiliate"
56;"2017-07-03T10:09:11.172Z";"Seth Willms";"willms.seth@gmail.com";"22842 County Road 15";"Haxtun";"CO";"80731";"1969-05-12";40.5975;-102.531;"63ac48ea-98ca-4904-a786-2d6c51f2876f";"Google"
57;"2018-01-15T16:03:53.401Z";"Jordy Haag";"haag-jordy@yahoo.com";"35378 South Road";"Kendrick";"ID";"83537";"1979-11-13";46.5789;-116.538;"a2e708b6-6c18-4ad1-a295-dfac2622bc05";"Twitter"
58;"2016-06-02T12:04:04.932Z";"Dawson Kovacek";"kovacek-dawson@hotmail.com";"174 Kentucky 1554";"Owensboro";"KY";"42301";"1983-09-10";37.8206;-87.2487;"20aaf730-4fae-4ee8-ba9e-c346dd5de4a8";"Facebook"
59;"2017-01-14T18:35:24.646Z";"Hugh Hahn";"hahn.hugh@hotmail.com";"3405 Brittain Road";"Fort Garland";"CO";"81133";"1966-07-26";37.423;-105.372;"00280947-bea4-4fec-883b-2d7be7e5baa6";"Organic"
60;"2016-11-23T22:26:35.223Z";"Edgardo Hackett";"edgardo-hackett@hotmail.com";"1826 Paddle Creek Road";"Fort Gay";"WV";"25514";"1996-10-31";38.1119;-82.5399;"00878241-0268-4419-8f3f-2c9df0079ed4";"Twitter"
61;"2016-06-05T04:03:53.196Z";"Lina Labadie";"labadie.lina@gmail.com";"7100 Hudson Chapel Road";"Catawba";"NC";"28609";"1984-03-28";35.6992;-81.0173;"2da78e08-2bf7-41b8-a737-1acd815fb99c";"Google"
62;"2016-12-13T01:31:33.122Z";"Angelica Zulauf";"zulauf.angelica@hotmail.com";"12055 Gandy Boulevard North";"Saint Petersburg";"FL";"33702";"1985-10-17";27.8721;-82.6132;"425a725e-dcff-4815-9f35-71af7fc81a85";"Affiliate"
63;"2018-11-04T22:17:41.314Z";"Delilah Stoltenberg";"delilah-stoltenberg@yahoo.com";"1725 300th Street";"Spencer";"IA";"51301";"1997-01-18";43.2109;-95.247;"e8fc2150-456d-414c-9c58-dde640d39325";"Organic"
64;"2019-02-15T17:14:42.121Z";"Terrence Grimes";"grimes-terrence@gmail.com";"207 Grenadier Drive";"DeRuyter";"NY";"13052";"1968-11-19";42.7235;-75.8565;"384c582a-c1b0-4a80-817d-848f6f48cc7e";"Affiliate"
65;"2016-12-09T03:04:22.934Z";"Arne O'Hara";"arne-o-hara@gmail.com";"18630 Old Marcus Road";"Howes";"SD";"57748";"1979-09-09";44.7004;-102.193;"6d446a9c-d3e7-488a-9276-0d8710a9642b";"Facebook"
66;"2016-09-01T00:07:14.935Z";"Gladys Dare";"gladys-dare@gmail.com";"6568 Pine Grove Road";"Glenfield";"NY";"13343";"1994-01-05";43.764;-75.3819;"386893ea-73bc-4354-b00d-bdf90cf09384";"Twitter"
67;"2018-06-10T04:00:13.756Z";"Keyon Stroman";"stroman-keyon@yahoo.com";"19 Riverfront Drive C Street";"Chignik Lake";"AK";"99548";"1987-12-10";56.2609;-158.702;"abe5fdbc-f0c5-4b1e-93fc-31eddf430246";"Affiliate"
68;"2016-05-11T01:47:39.768Z";"Colton Hauck";"colton-hauck@yahoo.com";"449-499 County Road 400 West";"Rockport";"IN";"47635";"1963-11-21";37.8902;-87.1323;"5303b9a1-7784-4b45-8ee7-019e44298d2d";"Affiliate"
69;"2017-09-02T01:06:17.749Z";"Anibal Hansen";"hansen.anibal@yahoo.com";"2508-2520 Hancock Avenue";"Moville";"IA";"51039";"1969-10-06";42.3421;-96.0378;"d498d3dc-de10-4b26-a286-1ff4f01c2210";"Facebook"
70;"2016-07-03T07:13:18.736Z";"Maya Berge";"maya-berge@hotmail.com";"84975 Nebraska 7";"Ainsworth";"NE";"69210";"1993-12-21";42.1363;-99.8663;"1446f729-049c-49b2-8827-a235b24f82c0";"Twitter"
71;"2016-06-12T09:38:56.272Z";"Lillian Green";"lillian-green@yahoo.com";"3801-4099 North Fork Highway";"Cody";"WY";"82414";"1968-05-11";44.5004;-109.286;"d1f42495-9414-4320-afd1-a6a79d2fcacd";"Affiliate"
72;"2017-06-21T19:44:11.459Z";"Eula O'Connell";"eula-connell-o@hotmail.com";"28367 Florida 69";"Grand Ridge";"FL";"32442";"1961-12-24";30.6044;-85.0278;"62d6360c-787a-488e-846e-f9cf285f0ac8";"Facebook"
73;"2018-08-04T01:00:21.537Z";"Stan Hessel";"stan-hessel@hotmail.com";"28-50 Hawks Road";"Shelburne Falls";"MA";"1370";"1968-08-06";42.5549;-72.6583;"196f7102-5eef-42ce-bd0c-f5de4ec84bad";"Organic"
74;"2019-02-25T14:34:03.624Z";"Jarret Marvin";"marvin-jarret@gmail.com";"350 East North Street";"Rushville";"IN";"46173";"1968-12-18";39.6294;-85.3744;"90eeb0ae-fc40-4363-8fb0-c70492b70fab";"Twitter"
75;"2018-06-26T16:37:10.620Z";"Isobel Fadel";"fadel.isobel@gmail.com";"30682 291st Street";"Winner";"SD";"57580";"1994-11-21";43.1848;-100.033;"9fe6681e-47ad-44ba-a006-b9f1e9d691b1";"Affiliate"
76;"2017-08-11T06:15:00.193Z";"Amiya Considine";"considine-amiya@yahoo.com";"600 Hight Moore Road";"Noxapater";"MS";"39346";"1970-05-01";32.9558;-89.0666;"fd121428-25c3-46e6-9cc3-2b400f2d9365";"Google"
77;"2018-02-11T11:19:04.661Z";"Felipe Wilkinson";"felipe-wilkinson@hotmail.com";"1436 Tom Cat Trail";"London";"KY";"40741";"1988-03-08";37.1229;-83.9971;"dd1d35d1-8110-4981-9c2f-fc345ad7cb57";"Organic"
78;"2016-05-13T19:16:26.609Z";"Keenan Schaefer";"schaefer.keenan@gmail.com";"4333 Madison Road";"Three Forks";"MT";"59752";"1993-09-17";45.8382;-111.496;"b3300eb8-da2d-46c4-9d0a-0ee51053746b";"Affiliate"
79;"2019-02-25T02:59:37.635Z";"Palma Volkman";"volkman.palma@gmail.com";"4797 Central Florida Parkway";"Orlando";"FL";"32821";"1990-03-15";28.4121;-81.4378;"36d740f1-bda3-4337-838d-1b26fd947815";"Google"
80;"2018-02-17T00:14:58.886Z";"Wilhelm Willms";"willms.wilhelm@gmail.com";"101-1299 Mosley Street";"Commerce";"TX";"75428";"1992-01-06";33.2513;-95.8858;"61a12c12-b0a3-4cf1-8f14-ed83d3f8cbb3";"Twitter"
81;"2017-12-29T20:40:13.534Z";"Curt Baumbach";"baumbach-curt@hotmail.com";"6913 168th Street Northeast";"Arlington";"WA";"98223";"1962-09-10";48.149;-122.137;"8da294bb-9403-4a8e-be7f-d56414bf3c16";"Facebook"
82;"2016-08-09T02:12:21.860Z";"Macy Olson";"macy.olson@gmail.com";"15079-15327 Readings Road";"Siloam Springs";"AR";"72761";"1971-09-20";36.2021;-94.431;"f8fb1605-5bb2-4386-8f92-6da57da52e90";"Organic"
83;"2016-07-17T19:55:33.107Z";"Theresa Kertzmann";"kertzmann.theresa@hotmail.com";"4 Hc 69";"Chinook";"MT";"59523";"1989-08-30";48.6053;-109.22;"12bf8161-daa0-4cba-afc3-fe7b104fa060";"Facebook"
84;"2017-11-23T13:05:31.918Z";"Dorris Frami";"frami.dorris@hotmail.com";"2787 North 300 East";"Peru";"IN";"46970";"1963-03-08";40.8042;-86.014;"0c33e8e5-b610-4959-9097-618f6bd70a86";"Google"
85;"2018-05-24T23:42:11.490Z";"Vernice Steuber";"steuber-vernice@yahoo.com";"21-89 Lyons Hill Road";"Gill";"MA";"1354";"1971-06-03";42.6392;-72.5028;"9c3cf0b1-f405-427f-89af-4209f4f121e4";"Google"
86;"2017-08-11T01:11:33.681Z";"Oda Brakus";"oda-brakus@hotmail.com";"17300 View Drive";"Cottonwood";"CA";"96022";"1981-06-22";40.296;-122.441;"c0a9ba4f-c877-4caf-81d8-3b7713b2406d";"Twitter"
87;"2018-04-28T02:15:31.735Z";"Heber Vandervort";"heber.vandervort@hotmail.com";"9665 Pat Drive";"Klamath Falls";"OR";"97601";"1983-09-24";42.168;-121.867;"e959b1c4-c4a6-4cee-b1db-4fc3928b6977";"Google"
88;"2017-11-29T15:32:30.829Z";"Breanne Schiller";"breanne-schiller@gmail.com";"2 Site 7";"Hoopa";"CA";"95546";"1999-03-01";41.3503;-123.849;"836461db-b4ed-496d-a688-019478331cf0";"Google"
89;"2017-02-10T20:18:20.336Z";"Durward Ledner";"ledner.durward@hotmail.com";"17779 Walnut Road";"Brownsville";"MN";"55919";"1989-07-31";43.5904;-91.3315;"98946a17-196b-4529-809c-0774ed46f150";"Affiliate"
90;"2017-08-23T17:19:09.974Z";"Scarlett Beahan";"scarlett.beahan@yahoo.com";"2190 East Grand Avenue";"Hot Springs";"AR";"71901";"1991-09-02";34.5052;-93.007;"b15ed850-8163-4335-a85e-6d8846ec7750";"Twitter"
91;"2018-07-02T15:32:49.235Z";"Myrtis Labadie";"myrtis.labadie@yahoo.com";"292-386 County Road 206";"Pecos";"TX";"79772";"1973-01-19";31.3694;-103.583;"09321f33-f0ba-4f30-adfe-51506b665c09";"Google"
92;"2018-08-01T23:51:53.521Z";"Tatyana Steuber";"tatyana-steuber@hotmail.com";"29883 412th Avenue";"Avon";"SD";"57315";"1992-10-05";43.057;-97.9539;"d8d1e11c-26bd-4928-8b2d-6ebd2877fcf5";"Twitter"
93;"2016-12-07T01:29:05.878Z";"Broderick Wintheiser";"wintheiser-broderick@yahoo.com";"25890 Holstein Avenue";"Wasilla";"AK";"99654";"1961-01-25";61.3721;-150.098;"a6f5a36e-2f57-44cb-bdb3-7e2625eace19";"Affiliate"
94;"2019-03-24T23:00:11.114Z";"Armando Herzog";"armando-herzog@hotmail.com";"11105 North Old Highway 97";"Madras";"OR";"97741";"1972-06-19";44.7873;-120.935;"43645a1c-3e28-45f0-9888-d4fcf3354901";"Affiliate"
95;"2018-09-16T01:38:03.356Z";"Aurelie Spinka";"aurelie-spinka@gmail.com";"25611 South Carman Road";"Cheney";"WA";"99004";"1960-06-05";47.4154;-117.777;"3c9956eb-e0ed-485b-95ca-4b046ca35856";"Organic"
96;"2018-04-17T11:46:46.300Z";"Ayden Heller";"ayden-heller@yahoo.com";"839 Bradley 60 Road";"Hermitage";"AR";"71647";"1963-05-08";33.2537;-92.1484;"32fe731f-9137-46f5-970e-e8e43c513943";"Organic"
97;"2017-01-08T08:29:08.023Z";"Quentin Leannon";"quentin.leannon@hotmail.com";"11821 West Lincoln Avenue";"Fresno";"CA";"93706";"1999-05-18";36.6456;-120.003;"424781b2-3944-4cb7-92b2-0511ab513157";"Facebook"
98;"2016-10-01T08:45:16.488Z";"Lucas Beer";"lucas-beer@gmail.com";"2329 Jackson Fork Road";"South Webster";"OH";"45682";"1978-02-22";38.8234;-82.6755;"b02caa74-76bc-4e4e-9d8e-f56b404c6dd9";"Google"
99;"2017-09-14T14:33:34.897Z";"Alicia Cormier";"cormier.alicia@yahoo.com";"2160 Settler Road";"Craigmont";"ID";"83523";"1959-01-31";46.3318;-116.292;"35a62981-457f-4f79-9803-019da8d8a82a";"Organic"
100;"2017-07-22T22:34:34.054Z";"Nels Heaney";"heaney.nels@yahoo.com";"6088 Meiss Road";"Glenfield";"NY";"13343";"1995-05-12";43.713;-75.4391;"8ec74bdb-98d2-4e4c-ab82-dce89bb16876";"Organic"
101;"2017-02-06T14:48:26.038Z";"Beryl Reichel";"reichel.beryl@yahoo.com";"3118 South 1938 Road";"Rich Hill";"MO";"64779";"1964-01-09";38.0319;-94.2752;"3353794d-8f0b-4d9f-b148-990897a39954";"Twitter"
102;"2018-08-18T10:33:33.219Z";"Kade Kub";"kade-kub@hotmail.com";"550 Rock Creek Road";"Clinton";"MT";"59825";"1982-09-02";46.6588;-113.654;"cbca34d6-acf8-47d6-9052-3fbf16557954";"Facebook"
103;"2017-05-08T23:00:11.699Z";"Jayce Hilpert";"hilpert-jayce@yahoo.com";"16780 14th Street Northeast";"Buxton";"ND";"58218";"1978-06-06";47.6128;-96.9682;"a220e645-0b5c-49fa-acfa-cde85ef48141";"Facebook"
104;"2018-10-13T04:04:46.165Z";"Briana Kuphal";"kuphal-briana@yahoo.com";"6183 Old Dixie Highway";"Evensville";"TN";"37332";"1991-06-11";35.5989;-84.8353;"0e663ad6-aafe-49ce-80b0-7603e5cdf4b6";"Twitter"
105;"2016-11-20T00:33:39.454Z";"Carleton Effertz";"carleton.effertz@gmail.com";"3135 Sanhedrin Road";"Elk Creek";"CA";"95939";"1966-06-09";39.6136;-122.571;"19b6d8be-ba3c-4d66-b871-312d06460803";"Facebook"
106;"2016-08-24T20:29:03.767Z";"Rosina O'Connell";"rosina.connell.o@hotmail.com";"1701-1999 West County Road 850 North";"Lizton";"IN";"46149";"1979-06-02";39.8864;-86.5583;"5f5abb40-bcc8-4b83-a6ad-0527eb5aa397";"Google"
107;"2018-01-06T09:37:51.068Z";"Verla O'Kon";"verla.kon.o@gmail.com";"48502-48654 150th Avenue";"Pocahontas";"IA";"50574";"1986-02-23";42.7814;-94.8164;"eb128872-4a4c-4157-a26c-d76072121467";"Affiliate"
108;"2017-06-21T12:13:50.422Z";"Archibald Von";"von-archibald@yahoo.com";"5706 Farm to Market 1743";"Windom";"TX";"75492";"1969-01-03";33.5097;-96.0324;"8c2daa24-2d3a-445f-a22d-82e8e0cea91a";"Facebook"
109;"2018-11-21T14:08:42.986Z";"Anais Dare";"dare.anais@yahoo.com";"271 West Comet Road";"Clinton";"OH";"44216";"1962-08-26";40.9193;-81.5459;"044c199b-a129-4c98-aeae-30e03f7da5a1";"Google"
110;"2016-08-17T17:37:43.247Z";"Alexanne Wisoky";"wisoky-alexanne@yahoo.com";"5361 East 700 South";"Brook";"IN";"47922";"1967-10-29";40.8915;-87.29;"d8bdb2e5-30d2-41bc-afa6-a75d585d8ae6";"Google"
